"年度","リーグID","チームID","打者ID","月","試合","打席","打数","得点","安打","二塁打","三塁打","本塁打","塁打","打点","三振","四球","死球","犠打","犠飛","盗塁","盗塁死","併殺打","打率","長打率","出塁率","OPS","年間通算打数","年間通算安打","年間通算打率","data.means.km.cluster"
"5782",2012,2,8,20224,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5783",2012,2,8,20224,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5784",2013,2,8,20224,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5785",2013,2,8,20224,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5786",2013,2,8,20224,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5787",2013,2,8,20224,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5788",2013,2,8,20224,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5789",2013,2,8,20224,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5790",2013,2,8,20224,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5791",2013,2,8,20224,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5792",2014,2,8,20224,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5793",2014,2,8,20224,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5794",2014,2,8,20224,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5795",2009,2,8,20225,4,14,39,35,4,6,1,0,0,7,1,6,1,0,3,0,0,0,0,0.171428571429,0.2,0.194444444444,0.394444444444,35,6,0.171428571428571,2
"5796",2009,2,8,20225,5,22,55,47,7,12,4,1,0,18,9,5,3,0,4,1,0,1,1,0.255319148936,0.382978723404,0.294117647059,0.677096370463,82,18,0.219512195121951,4
"5797",2009,2,8,20225,6,12,39,37,3,9,1,0,0,10,2,6,1,0,1,0,0,0,1,0.243243243243,0.27027027027,0.263157894737,0.533428165007,119,27,0.226890756302521,2
"5798",2009,2,8,20225,7,19,48,42,3,13,4,0,1,20,8,6,4,1,1,0,0,0,2,0.309523809524,0.47619047619,0.382978723404,0.859169199595,161,40,0.248447204968944,4
"5799",2009,2,8,20225,8,23,51,45,1,7,1,0,0,8,3,12,2,0,3,1,1,0,1,0.155555555556,0.177777777778,0.1875,0.365277777778,206,47,0.228155339805825,4
"5800",2009,2,8,20225,9,25,57,46,3,7,1,0,0,8,2,12,7,0,4,0,0,0,1,0.152173913043,0.173913043478,0.264150943396,0.438063986874,252,54,0.214285714285714,4
"5801",2009,2,8,20225,10,7,15,11,4,4,2,0,0,6,4,1,2,1,1,0,0,0,0,0.363636363636,0.545454545455,0.5,1.04545454545,263,58,0.220532319391635,3
"5802",2010,2,8,20225,3,5,13,10,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,10,0,0,5
"5803",2010,2,8,20225,4,16,44,38,3,10,3,0,0,13,5,5,1,1,4,0,0,0,0,0.263157894737,0.342105263158,0.3,0.642105263158,48,10,0.208333333333333,4
"5804",2010,2,8,20225,5,14,49,41,3,7,1,0,0,8,1,7,0,0,7,1,0,0,0,0.170731707317,0.19512195122,0.166666666667,0.361788617886,89,17,0.191011235955056,4
"5805",2010,2,8,20225,6,20,67,62,10,18,4,0,3,31,11,6,2,0,1,2,0,0,2,0.290322580645,0.5,0.30303030303,0.80303030303,151,35,0.231788079470199,1
"5806",2010,2,8,20225,7,16,36,35,2,10,1,0,0,11,7,7,0,0,1,0,0,0,0,0.285714285714,0.314285714286,0.285714285714,0.6,186,45,0.241935483870968,2
"5807",2010,2,8,20225,8,19,51,46,3,9,1,0,0,10,2,4,1,0,4,0,0,0,3,0.195652173913,0.217391304348,0.212765957447,0.430157261795,232,54,0.232758620689655,4
"5808",2010,2,8,20225,9,15,24,22,0,6,2,0,0,8,0,1,0,0,2,0,0,0,0,0.272727272727,0.363636363636,0.272727272727,0.636363636364,254,60,0.236220472440945,3
"5809",2011,2,8,20225,5,3,7,7,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0.142857142857,0.142857142857,0.142857142857,0.285714285714,7,1,0.142857142857143,5
"5810",2011,2,8,20225,6,11,28,27,0,3,0,0,0,3,4,8,0,0,0,1,0,1,0,0.111111111111,0.111111111111,0.107142857143,0.218253968254,34,4,0.117647058823529,2
"5811",2011,2,8,20225,7,7,22,21,1,5,0,0,0,5,0,1,0,0,1,0,0,1,0,0.238095238095,0.238095238095,0.238095238095,0.47619047619,55,9,0.163636363636364,2
"5812",2011,2,8,20225,8,21,68,60,7,21,4,1,1,30,9,2,3,1,4,0,1,0,2,0.35,0.5,0.390625,0.890625,115,30,0.260869565217391,4
"5813",2011,2,8,20225,9,21,46,43,2,8,3,0,0,11,0,7,0,0,3,0,0,0,0,0.186046511628,0.255813953488,0.186046511628,0.441860465116,158,38,0.240506329113924,4
"5814",2011,2,8,20225,10,13,31,27,2,6,2,0,0,8,2,4,0,0,4,0,0,0,0,0.222222222222,0.296296296296,0.222222222222,0.518518518519,185,44,0.237837837837838,2
"5815",2012,2,8,20225,3,1,4,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,4,2,0.5,2
"5816",2012,2,8,20225,4,17,46,33,6,10,0,0,0,10,3,6,4,0,8,1,1,0,2,0.30303030303,0.30303030303,0.368421052632,0.671451355662,37,12,0.324324324324324,4
"5817",2012,2,8,20225,5,17,47,43,4,12,2,0,0,14,5,10,3,0,1,0,0,0,3,0.279069767442,0.325581395349,0.326086956522,0.651668351871,80,24,0.3,4
"5818",2012,2,8,20225,6,14,38,30,4,9,4,0,0,13,6,3,5,0,3,0,0,0,2,0.3,0.433333333333,0.4,0.833333333333,110,33,0.3,4
"5819",2012,2,8,20225,7,18,57,54,2,13,0,0,0,13,3,11,1,0,2,0,2,0,1,0.240740740741,0.240740740741,0.254545454545,0.495286195286,164,46,0.280487804878049,4
"5820",2012,2,8,20225,8,23,70,65,5,19,4,0,0,23,8,7,1,0,4,0,0,1,2,0.292307692308,0.353846153846,0.30303030303,0.656876456876,229,65,0.283842794759825,4
"5821",2012,2,8,20225,9,24,59,53,1,12,0,1,0,14,0,4,0,1,5,0,0,1,1,0.22641509434,0.264150943396,0.240740740741,0.504891684137,282,77,0.273049645390071,4
"5822",2012,2,8,20225,10,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,77,0.26643598615917,3
"5823",2013,2,8,20225,3,2,4,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,4,1,0.25,2
"5824",2013,2,8,20225,4,22,55,46,5,12,1,0,0,13,2,5,6,0,3,0,0,0,3,0.260869565217,0.282608695652,0.346153846154,0.628762541806,50,13,0.26,4
"5825",2013,2,8,20225,5,18,50,43,2,10,1,0,0,11,5,6,1,0,6,0,1,0,2,0.232558139535,0.255813953488,0.25,0.505813953488,93,23,0.247311827956989,4
"5826",2013,2,8,20225,6,16,38,33,4,11,0,0,1,14,4,4,2,0,2,1,0,1,1,0.333333333333,0.424242424242,0.361111111111,0.785353535354,126,34,0.26984126984127,2
"5827",2013,2,8,20225,7,13,30,28,1,6,1,0,0,7,5,2,0,1,1,0,0,0,1,0.214285714286,0.25,0.241379310345,0.491379310345,154,40,0.25974025974026,2
"5828",2013,2,8,20225,8,21,48,42,4,20,6,0,0,26,5,1,4,1,1,0,0,0,0,0.47619047619,0.619047619048,0.531914893617,1.15096251266,196,60,0.306122448979592,4
"5829",2013,2,8,20225,9,18,42,40,4,11,0,0,1,14,4,7,2,0,0,0,0,0,0,0.275,0.35,0.309523809524,0.659523809524,236,71,0.300847457627119,3
"5830",2013,2,8,20225,10,4,9,8,1,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0.125,0.125,0.222222222222,0.347222222222,244,72,0.295081967213115,3
"5831",2014,2,12,20225,3,3,12,9,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0.1,0.1,9,0,0,5
"5832",2014,2,12,20225,4,19,51,44,2,9,0,0,0,9,3,10,1,0,4,2,0,0,0,0.204545454545,0.204545454545,0.212765957447,0.417311411992,53,9,0.169811320754717,4
"5833",2014,2,12,20225,5,13,21,19,2,3,1,1,0,6,3,1,0,0,2,0,0,0,1,0.157894736842,0.315789473684,0.157894736842,0.473684210526,72,12,0.166666666666667,2
"5834",2010,2,8,20226,4,2,3,3,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0.333333333333,0.666666666667,0.333333333333,1,3,1,0.333333333333333,2
"5835",2010,2,8,20226,5,5,10,9,1,2,1,0,0,3,0,3,1,0,0,0,0,0,1,0.222222222222,0.333333333333,0.3,0.633333333333,12,3,0.25,2
"5836",2010,2,8,20226,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,3,0.214285714285714,5
"5837",2013,2,8,20226,4,3,5,5,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,5,1,0.2,5
"5838",2013,2,8,20226,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,1,0.2,5
"5839",2014,2,8,20226,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5840",2009,2,8,20227,4,22,95,91,17,32,9,0,4,53,21,12,4,0,0,0,0,1,3,0.351648351648,0.582417582418,0.378947368421,0.961364950839,91,32,0.351648351648352,1
"5841",2009,2,8,20227,5,25,114,103,8,29,7,0,0,36,14,21,7,2,2,0,2,0,4,0.281553398058,0.349514563107,0.339285714286,0.688800277393,194,61,0.314432989690722,1
"5842",2009,2,8,20227,6,18,75,68,7,16,2,0,1,21,6,10,2,1,2,2,1,0,4,0.235294117647,0.308823529412,0.260273972603,0.569097502015,262,77,0.293893129770992,4
"5843",2009,2,8,20227,7,20,83,81,9,28,5,2,0,37,16,18,1,0,1,0,1,0,1,0.345679012346,0.456790123457,0.353658536585,0.810448660042,343,105,0.306122448979592,4
"5844",2009,2,8,20227,8,22,92,78,11,22,5,0,3,36,14,16,5,1,8,0,3,0,4,0.282051282051,0.461538461538,0.333333333333,0.794871794872,421,127,0.30166270783848,4
"5845",2009,2,8,20227,9,25,97,86,11,23,3,2,2,36,7,15,8,2,1,0,0,0,4,0.267441860465,0.418604651163,0.34375,0.762354651163,507,150,0.29585798816568,1
"5846",2009,2,8,20227,10,6,25,23,2,7,2,0,1,12,4,3,0,0,2,0,0,0,1,0.304347826087,0.521739130435,0.304347826087,0.826086956522,530,157,0.29622641509434,3
"5847",2010,2,8,20227,3,8,35,31,5,9,2,0,0,11,2,3,3,0,1,0,0,0,2,0.290322580645,0.354838709677,0.352941176471,0.707779886148,31,9,0.290322580645161,2
"5848",2010,2,8,20227,4,25,101,95,10,21,5,0,1,29,12,14,3,0,2,1,2,0,4,0.221052631579,0.305263157895,0.242424242424,0.547687400319,126,30,0.238095238095238,4
"5849",2010,2,8,20227,5,18,72,68,7,21,5,0,1,29,9,12,3,0,1,0,3,0,2,0.308823529412,0.426470588235,0.338028169014,0.764498757249,194,51,0.262886597938144,4
"5850",2010,2,8,20227,6,24,107,100,15,37,8,0,3,54,27,17,4,1,1,1,2,1,2,0.37,0.54,0.396226415094,0.936226415094,294,88,0.299319727891156,1
"5851",2010,2,8,20227,7,22,93,89,13,28,7,0,5,50,21,19,2,0,0,2,1,0,3,0.314606741573,0.561797752809,0.322580645161,0.88437839797,383,116,0.302872062663185,1
"5852",2010,2,8,20227,8,24,108,99,11,36,10,0,2,52,29,12,3,2,1,3,0,2,3,0.363636363636,0.525252525253,0.383177570093,0.908430095346,482,152,0.315352697095436,1
"5853",2010,2,8,20227,9,23,98,87,12,25,4,0,4,41,9,10,11,0,0,0,0,0,1,0.287356321839,0.471264367816,0.367346938776,0.838611306592,569,177,0.311072056239016,1
"5854",2011,2,8,20227,4,15,66,61,9,17,1,0,2,24,7,9,4,0,0,1,0,0,3,0.27868852459,0.393442622951,0.318181818182,0.711624441133,61,17,0.278688524590164,4
"5855",2011,2,8,20227,5,17,67,59,3,14,6,0,0,20,8,9,5,1,1,1,0,0,0,0.237288135593,0.338983050847,0.30303030303,0.642013353878,120,31,0.258333333333333,4
"5856",2011,2,8,20227,6,9,34,31,2,5,1,0,1,9,4,12,3,0,0,0,0,0,2,0.161290322581,0.290322580645,0.235294117647,0.525616698292,151,36,0.23841059602649,2
"5857",2011,2,8,20227,7,21,84,78,5,19,3,1,0,24,4,13,6,0,0,0,0,0,2,0.24358974359,0.307692307692,0.297619047619,0.605311355311,229,55,0.240174672489083,4
"5858",2011,2,8,20227,8,27,110,94,13,21,4,0,2,31,13,15,8,1,4,3,1,1,6,0.223404255319,0.329787234043,0.283018867925,0.612806101967,323,76,0.235294117647059,1
"5859",2011,2,8,20227,9,25,103,96,7,23,4,0,0,27,10,19,2,2,1,2,0,0,3,0.239583333333,0.28125,0.264705882353,0.545955882353,419,99,0.236276849642005,1
"5860",2011,2,8,20227,10,15,61,54,4,13,2,0,0,15,1,13,7,0,0,0,0,0,1,0.240740740741,0.277777777778,0.327868852459,0.605646630237,473,112,0.236786469344609,3
"5861",2012,2,8,20227,3,2,9,6,0,1,0,0,0,1,2,0,1,0,2,0,0,0,0,0.166666666667,0.166666666667,0.285714285714,0.452380952381,6,1,0.166666666666667,5
"5862",2012,2,8,20227,4,23,96,80,7,14,1,0,1,18,8,12,6,1,9,0,2,0,3,0.175,0.225,0.241379310345,0.466379310345,86,15,0.174418604651163,4
"5863",2012,2,8,20227,5,22,97,83,6,19,5,0,0,24,5,16,6,0,8,0,1,0,2,0.228915662651,0.289156626506,0.280898876404,0.570055502911,169,34,0.201183431952663,4
"5864",2012,2,8,20227,6,16,62,50,5,12,4,0,1,19,5,10,6,1,5,0,0,1,1,0.24,0.38,0.333333333333,0.713333333333,219,46,0.210045662100457,4
"5865",2012,2,8,20227,7,20,78,73,6,19,2,1,0,23,4,6,2,1,2,0,1,1,0,0.260273972603,0.315068493151,0.289473684211,0.604542177361,292,65,0.222602739726027,4
"5866",2012,2,8,20227,8,24,98,87,4,18,3,0,0,21,3,18,2,1,7,1,1,0,1,0.206896551724,0.241379310345,0.230769230769,0.472148541114,379,83,0.218997361477573,4
"5867",2012,2,8,20227,9,25,101,90,3,26,5,0,1,34,12,7,4,0,7,0,1,0,0,0.288888888889,0.377777777778,0.31914893617,0.696926713948,469,109,0.232409381663113,4
"5868",2012,2,8,20227,10,2,9,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,478,109,0.228033472803347,3
"5869",2013,2,8,20227,3,3,14,13,1,4,0,0,0,4,0,3,1,0,0,0,0,0,0,0.307692307692,0.307692307692,0.357142857143,0.664835164835,13,4,0.307692307692308,2
"5870",2013,2,8,20227,4,23,93,87,5,26,4,0,0,30,8,11,4,1,0,1,0,0,1,0.298850574713,0.344827586207,0.333333333333,0.67816091954,100,30,0.3,4
"5871",2013,2,8,20227,5,22,82,72,4,16,0,0,0,16,8,14,4,1,2,3,0,1,2,0.222222222222,0.222222222222,0.2625,0.484722222222,172,46,0.267441860465116,4
"5872",2013,2,8,20227,6,19,76,66,6,15,2,0,0,17,6,10,7,0,2,1,1,0,1,0.227272727273,0.257575757576,0.297297297297,0.554873054873,238,61,0.256302521008403,4
"5873",2013,2,8,20227,7,20,80,72,5,19,3,0,1,25,9,12,3,1,1,3,0,2,1,0.263888888889,0.347222222222,0.291139240506,0.638361462729,310,80,0.258064516129032,1
"5874",2013,2,8,20227,8,24,99,95,7,30,8,0,1,41,5,12,3,0,1,0,0,1,3,0.315789473684,0.431578947368,0.336734693878,0.768313641246,405,110,0.271604938271605,1
"5875",2013,2,8,20227,9,25,105,98,9,30,6,1,1,41,10,15,3,0,2,2,1,1,0,0.30612244898,0.418367346939,0.320388349515,0.738755696453,503,140,0.278330019880716,1
"5876",2013,2,8,20227,10,3,10,9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.111111111111,0.111111111111,0.2,0.311111111111,512,141,0.275390625,3
"5877",2014,2,8,20227,3,3,13,10,0,3,1,0,0,4,2,1,2,0,1,0,0,0,0,0.3,0.4,0.416666666667,0.816666666667,10,3,0.3,2
"5878",2014,2,8,20227,4,21,67,60,3,13,2,0,0,15,1,15,6,0,1,0,0,0,1,0.216666666667,0.25,0.287878787879,0.537878787879,70,16,0.228571428571429,4
"5879",2014,2,8,20227,5,1,3,3,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0.333333333333,0.333333333333,0.333333333333,0.666666666667,73,17,0.232876712328767,2
"5880",2009,2,8,20230,4,12,16,14,5,3,0,1,0,5,3,6,0,0,1,1,0,0,0,0.214285714286,0.357142857143,0.2,0.557142857143,14,3,0.214285714285714,2
"5881",2009,2,8,20230,5,4,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,3,0.176470588235294,5
"5882",2009,2,8,20230,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,17,3,0.176470588235294,5
"5883",2009,2,8,20230,8,18,37,33,3,9,2,0,0,11,1,10,0,0,4,0,1,1,0,0.272727272727,0.333333333333,0.272727272727,0.606060606061,50,12,0.24,4
"5884",2009,2,8,20230,9,13,5,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,55,12,0.218181818181818,2
"5885",2009,2,8,20230,10,7,14,10,1,3,0,0,0,3,0,3,4,0,0,0,0,0,0,0.3,0.3,0.5,0.8,65,15,0.230769230769231,2
"5886",2010,2,8,20230,3,5,15,13,2,4,1,0,1,8,3,2,1,0,1,0,4,0,0,0.307692307692,0.615384615385,0.357142857143,0.972527472527,13,4,0.307692307692308,2
"5887",2010,2,8,20230,4,14,25,20,4,4,1,0,0,5,1,5,3,0,1,1,0,1,1,0.2,0.25,0.291666666667,0.541666666667,33,8,0.242424242424242,2
"5888",2010,2,8,20230,5,4,6,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.166666666667,0.166666666667,38,8,0.210526315789474,2
"5889",2010,2,8,20230,6,9,5,5,2,2,0,0,0,2,0,3,0,0,0,0,1,0,0,0.4,0.4,0.4,0.8,43,10,0.232558139534884,2
"5890",2010,2,8,20230,7,9,11,10,2,3,0,0,0,3,0,2,1,0,0,0,0,0,0,0.3,0.3,0.363636363636,0.663636363636,53,13,0.245283018867925,2
"5891",2010,2,8,20230,8,10,12,11,2,4,2,0,0,6,1,4,1,0,0,0,1,0,0,0.363636363636,0.545454545455,0.416666666667,0.962121212121,64,17,0.265625,2
"5892",2010,2,8,20230,9,4,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66,17,0.257575757575758,2
"5893",2011,1,1,20230,4,8,6,6,1,3,0,0,0,3,1,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1,6,3,0.5,2
"5894",2011,1,1,20230,5,11,32,30,2,8,1,0,0,9,0,6,2,0,0,0,1,1,0,0.266666666667,0.3,0.3125,0.6125,36,11,0.305555555555556,2
"5895",2011,1,1,20230,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11,0.289473684210526,2
"5896",2009,2,11,20233,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5897",2009,2,11,20233,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5898",2009,2,11,20233,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5899",2009,2,11,20233,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5900",2009,2,11,20233,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5901",2009,2,11,20233,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5902",2009,2,11,20233,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5903",2010,2,11,20233,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5904",2010,2,11,20233,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5905",2010,2,11,20233,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5906",2010,2,11,20233,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5907",2012,2,376,20233,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5908",2012,2,376,20233,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5909",2012,2,376,20233,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5910",2012,2,376,20233,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5911",2012,2,376,20233,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5912",2012,2,376,20233,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5913",2012,2,376,20233,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5914",2013,2,376,20233,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5915",2013,2,376,20233,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5916",2013,2,376,20233,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5917",2013,2,376,20233,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"5918",2009,2,11,20235,7,4,6,6,0,2,0,0,0,2,1,3,0,0,0,0,0,1,0,0.333333333333,0.333333333333,0.333333333333,0.666666666667,6,2,0.333333333333333,2
"5919",2009,2,11,20235,8,13,32,26,5,7,3,0,0,10,1,4,3,0,3,0,0,1,0,0.269230769231,0.384615384615,0.344827586207,0.729442970822,32,9,0.28125,2
"5920",2009,2,11,20235,9,2,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0.5,33,9,0.272727272727273,2
"5921",2010,2,11,20235,4,4,8,8,1,1,0,0,1,4,4,1,0,0,0,0,0,0,1,0.125,0.5,0.125,0.625,8,1,0.125,5
"5922",2010,2,11,20235,5,5,11,9,2,2,0,0,0,2,0,5,2,0,0,0,0,0,0,0.222222222222,0.222222222222,0.363636363636,0.585858585859,17,3,0.176470588235294,2
"5923",2010,2,11,20235,8,5,10,9,1,4,1,0,0,5,1,3,1,0,0,0,0,0,0,0.444444444444,0.555555555556,0.5,1.05555555556,26,7,0.269230769230769,2
"5924",2010,2,11,20235,9,13,34,28,3,5,0,0,0,5,0,2,1,1,4,0,0,0,0,0.178571428571,0.178571428571,0.233333333333,0.411904761905,54,12,0.222222222222222,2
"5925",2010,2,11,20235,10,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,55,12,0.218181818181818,2
"5926",2011,2,11,20235,4,4,7,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.142857142857,0.142857142857,6,0,0,5
"5927",2011,2,11,20235,5,8,17,14,0,1,0,0,0,1,0,3,0,0,3,0,0,0,0,0.0714285714286,0.0714285714286,0.0714285714286,0.142857142857,20,1,0.05,5
"5928",2009,2,12,20237,4,3,13,11,3,4,2,0,1,9,2,4,1,1,0,0,0,0,0,0.363636363636,0.818181818182,0.461538461538,1.27972027972,11,4,0.363636363636364,2
"5929",2009,2,12,20237,5,24,100,94,14,28,10,2,6,60,22,15,5,0,0,1,0,0,3,0.297872340426,0.63829787234,0.33,0.96829787234,105,32,0.304761904761905,1
"5930",2009,2,12,20237,6,18,74,66,14,22,4,0,5,41,15,6,6,0,0,2,0,0,1,0.333333333333,0.621212121212,0.378378378378,0.99959049959,171,54,0.315789473684211,1
"5931",2009,2,12,20237,7,16,69,57,6,14,1,0,2,21,9,15,9,2,0,1,0,1,0,0.245614035088,0.368421052632,0.36231884058,0.730739893211,228,68,0.298245614035088,4
"5932",2009,2,12,20237,8,18,75,70,4,20,1,0,2,27,10,18,4,0,0,1,0,0,2,0.285714285714,0.385714285714,0.32,0.705714285714,298,88,0.295302013422819,4
"5933",2009,2,12,20237,9,26,111,99,13,25,6,0,4,43,15,18,9,0,0,3,2,0,2,0.252525252525,0.434343434343,0.306306306306,0.74064974065,397,113,0.28463476070529,1
"5934",2009,2,12,20237,10,4,16,14,0,3,0,0,0,3,1,5,2,0,0,0,0,0,0,0.214285714286,0.214285714286,0.3125,0.526785714286,411,116,0.282238442822384,3
"5935",2010,2,12,20237,3,8,32,32,3,4,0,0,2,10,4,8,0,0,0,0,0,0,2,0.125,0.3125,0.125,0.4375,32,4,0.125,2
"5936",2010,2,12,20237,4,24,100,90,19,29,8,0,7,58,26,18,8,2,0,0,1,0,2,0.322222222222,0.644444444444,0.39,1.03444444444,122,33,0.270491803278689,1
"5937",2010,2,12,20237,5,21,90,81,13,20,2,0,7,43,16,22,8,1,0,0,0,0,0,0.246913580247,0.530864197531,0.322222222222,0.853086419753,203,53,0.261083743842365,1
"5938",2010,2,12,20237,6,21,86,76,9,21,4,0,2,31,12,13,8,1,0,1,0,0,0,0.276315789474,0.407894736842,0.348837209302,0.756731946144,279,74,0.265232974910394,1
"5939",2010,2,12,20237,7,21,85,80,9,23,4,0,5,42,13,16,3,2,0,0,0,0,2,0.2875,0.525,0.329411764706,0.854411764706,359,97,0.270194986072423,1
"5940",2010,2,12,20237,8,4,11,9,3,4,0,0,1,7,3,2,1,0,0,1,0,0,0,0.444444444444,0.777777777778,0.454545454545,1.23232323232,368,101,0.27445652173913,3
"5941",2010,2,12,20237,9,18,53,47,7,11,1,0,0,12,7,12,3,1,1,1,0,0,2,0.234042553191,0.255319148936,0.288461538462,0.543780687398,415,112,0.269879518072289,3
"5942",2011,2,12,20237,4,13,35,31,2,8,4,0,1,15,3,3,4,0,0,0,0,0,3,0.258064516129,0.483870967742,0.342857142857,0.826728110599,31,8,0.258064516129032,2
"5943",2011,2,12,20237,5,5,14,14,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0.142857142857,0.142857142857,0.142857142857,0.285714285714,45,10,0.222222222222222,2
